"id.exposure","id.outcome","outcome","exposure","method","nsnp","b","se","pval","lo_ci","up_ci","or","or_lci95","or_uci95"
"ebi-a-GCST90001558","summary_stats_release_finngen_R12_FE_STRICT","summary_stats_release_finngen_R12_FE_STRICT","ebi-a-GCST90001558","Weighted median",23,-0.0307102418868165,0.0257618423787147,0.233228891741887,-0.0812034529490973,0.0197829691754643,0.969756527191259,0.922006087503379,1.01997994891395
"ebi-a-GCST90001559","summary_stats_release_finngen_R12_FE_STRICT","summary_stats_release_finngen_R12_FE_STRICT","ebi-a-GCST90001559","Inverse variance weighted",17,0.0270903985613917,0.026746125995972,0.311121367900156,-0.0253320083907134,0.0795128055134967,1.02746067953278,0.974986154702042,1.08275942473109
"ebi-a-GCST90001559","summary_stats_release_finngen_R12_FE_STRICT","summary_stats_release_finngen_R12_FE_STRICT","ebi-a-GCST90001559","MR Egger",17,0.0431174417074751,0.0403186185368619,0.301789426769716,-0.0359070506247741,0.122141934039724,1.04406050389905,0.964729960362896,1.12991446372402
"ebi-a-GCST90001559","summary_stats_release_finngen_R12_FE_STRICT","summary_stats_release_finngen_R12_FE_STRICT","ebi-a-GCST90001559","Weighted median",17,0.0499196411340422,0.029121107371754,0.0864904949219549,-0.00715772931459562,0.10699701158268,1.05118662081713,0.992867826220323,1.11293092857229
"ebi-a-GCST90001560","summary_stats_release_finngen_R12_FE_STRICT","summary_stats_release_finngen_R12_FE_STRICT","ebi-a-GCST90001560","Inverse variance weighted",28,-0.0061658748157578,0.00424644908285918,0.146499591940547,-0.0144889150181618,0.00215716538664619,0.993853095181463,0.985615544202235,1.00215949374181
"ebi-a-GCST90001560","summary_stats_release_finngen_R12_FE_STRICT","summary_stats_release_finngen_R12_FE_STRICT","ebi-a-GCST90001560","MR Egger",28,-0.00573886344609777,0.0045700215466629,0.22037014032834,-0.014696105677557,0.0032183787853615,0.994277572374721,0.985411355021497,1.00322356332681
"ebi-a-GCST90001560","summary_stats_release_finngen_R12_FE_STRICT","summary_stats_release_finngen_R12_FE_STRICT","ebi-a-GCST90001560","Weighted median",28,-0.00358612555785861,0.00534077158884824,0.50192621349952,-0.0140540378720012,0.00688178675628394,0.996420296910846,0.986044259089706,1.00690552066342
"ebi-a-GCST90001561","summary_stats_release_finngen_R12_FE_STRICT","summary_stats_release_finngen_R12_FE_STRICT","ebi-a-GCST90001561","Inverse variance weighted",27,0.00507878349468974,0.00701787384014478,0.469254465938399,-0.00867624923199402,0.0188338162213735,1.00509170237706,0.991361280799972,1.01901229123255
"ebi-a-GCST90001561","summary_stats_release_finngen_R12_FE_STRICT","summary_stats_release_finngen_R12_FE_STRICT","ebi-a-GCST90001561","MR Egger",27,0.00847513563133074,0.00770854794268413,0.282048529042752,-0.00663361833633015,0.0235838895989916,1.00851115126722,0.99338833553842,1.02386418870024
"ebi-a-GCST90001561","summary_stats_release_finngen_R12_FE_STRICT","summary_stats_release_finngen_R12_FE_STRICT","ebi-a-GCST90001561","Weighted median",27,0.005836846322214,0.0092713244154437,0.528983113624331,-0.0123349495320556,0.0240086421764837,1.00585391390049,0.987740814124352,1.02429917002657
"ebi-a-GCST90001562","summary_stats_release_finngen_R12_FE_STRICT","summary_stats_release_finngen_R12_FE_STRICT","ebi-a-GCST90001562","Inverse variance weighted",35,-0.0013799696468823,0.0032361942058269,0.669803695930351,-0.00772291029030302,0.00496297099653842,0.998620982073399,0.992306834759335,1.00497530693629
"ebi-a-GCST90001562","summary_stats_release_finngen_R12_FE_STRICT","summary_stats_release_finngen_R12_FE_STRICT","ebi-a-GCST90001562","MR Egger",35,-0.000732025916502059,0.00348879593142382,0.835096701900765,-0.00757006594209275,0.00610601410908863,0.999268241949104,0.992458514842145,1.0061246938134
"ebi-a-GCST90001562","summary_stats_release_finngen_R12_FE_STRICT","summary_stats_release_finngen_R12_FE_STRICT","ebi-a-GCST90001562","Weighted median",35,-0.000665634751423344,0.00414477618537546,0.872411553252549,-0.00878939607475924,0.00745812657191256,0.999334586734242,0.991249117746577,1.00748600766838
"ebi-a-GCST90001563","summary_stats_release_finngen_R12_FE_STRICT","summary_stats_release_finngen_R12_FE_STRICT","ebi-a-GCST90001563","Inverse variance weighted",4,0.0632116519674984,0.0207748438984313,0.00234464661081935,0.022492957926573,0.103930346008424,1.06525227811372,1.02274783187376,1.10952316950649
